"id","item_sequence","item_name","consigned_manufacturer","etc_otc_code","chart","material_name","ee_doc_id","ud_doc_id","nb_doc_id","insert_file","storage_method","valid_term","re_exam_target","re_exam_date","pack_unit","make_material_flag","new_drug_class_name","change_date","narcotic_kind_code","change_history_log","total_content","main_item_ingredient","ingredient_name","main_ingredient_eng","rare_drug_yn","drug_enterprise_id"
"68a53d3f153e5f74aed5da72","196800036","판콜에이내복액",NULL,"일반의약품","미황색의 투명한 액제","총량 : 1병 (30mL) 중|성분명 : 아세트아미노펜|분량 : 300.0|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1병 (30mL) 중|성분명 : 구아이페네신|분량 : 80.0|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1병 (30mL) 중|성분명 : 펜톡시베린시트르산염|분량 : 15.0|단위 : 밀리그램|규격 : JP|성분정보 : |비고 : ;총량 : 1병 (30mL) 중|성분명 : 페닐레프린염산염|분량 : 10.0|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1병 (30mL) 중|성분명 : 클로르페니라민말레산염|분량 : 2.5|단위 : 밀리그램|규격 : KP|성분정보 : |비고 : ;총량 : 1병 (30mL) 중|성분명 : 카페인무수물|분량 : 30.0|단위 : 밀리그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/196800036/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/196800036/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/196800036/NB","","기밀용기, 실온(1~30℃)보관","제조일로부터 24 개월",NULL,NULL,"30mL/병 x 3, 30mL/병 x 5","완제의약품","","20250415",NULL,"사용상의 주의사항, 2025-04-15/사용상의 주의사항, 2022-01-24/사용상주의사항변경(부작용포함), 2019-03-13/사용상주의사항변경(부작용포함), 2017-02-06/저장방법 및 유효기간(사용기간)변경, 2017-02-06/효능효과변경, 2017-02-06/사용상주의사항변경(부작용포함), 2015-02-14/사용상주의사항변경(부작용포함), 2015-01-31/저장방법 및 유효기간(사용기간)변경, 2012-11-22/성상변경, 2012-09-28/사용상주의사항변경(부작용포함), 2012-06-11/사용상주의사항변경(부작용포함), 2011-09-02/저장방법 및 유효기간(사용기간)변경, 2002-10-22/사용상주의사항변경(부작용포함), 2000-06-21/성상변경, 2000-06-21/사용상주의사항변경(부작용포함), 1999-10-27/사용상주의사항변경(부작용포함), 1996-03-25/사용상주의사항변경(부작용포함), 1995-05-17/사용상주의사항변경(부작용포함), 1993-04-13/용법용량변경, 1993-04-13/사용상주의사항변경(부작용포함), 1992-01-01/용법용량변경, 1992-01-01/효능효과변경, 1992-01-01/사용상주의사항변경(부작용포함), 1989-12-19/사용상주의사항변경(부작용포함), 1984-07-06/저장방법 및 유효기간(사용기간)변경, 1984-07-06/용법용량변경, 1984-07-06/효능효과변경, 1984-07-06/용법용량변경, 1977-09-20/사용상주의사항변경(부작용포함), 1968-08-29/성상변경, 1968-08-29","1병 (30mL) 중","[M040353]아세트아미노펜|[M050058]구아이페네신|[M222724]페닐레프린염산염|[M223183]카페인무수물|[M223211]클로르페니라민말레산염|[M223287]펜톡시베린시트르산염","[M007131]정제수|[M040733]프로필렌글리콜|[M095147]수크랄로스|[M095258]레몬엣센스|[M222565]시트르산나트륨수화물|[M223090]시트르산수화물|[M223469]에데트산나트륨수화물|[M235717]프락토올리고당|[M254555]오렌지향HK-111219|[M284425]에탄올(95)","Acetaminophen/Anhydrous Caffeine/Chlorpheniramine Maleate/Guaifenesin/Pentoxyverine Citrate/Phenylephrine Hydrochloride",NULL,NULL
"68a53d40153e5f74aed5daa9","197100073","벤나민정(벤지다민염산염)(수출용)",NULL,"전문의약품","담녹색의 원형 필름코팅정","총량 : 1정(129.33mg) 중|성분명 : 벤지다민염산염|분량 : 25.0|단위 : 밀리그램|규격 : BP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/197100073/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/197100073/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/197100073/NB","","밀폐용기, 실온보존","제조일로부터 60 개월",NULL,NULL,"자사포장단위","완제의약품","","20140530",NULL,"제품명칭변경, 2014-05-30/제품명칭변경, 2011-08-19/사용상주의사항변경(부작용포함), 1999-10-27/성상변경, 1998-03-12/사용상주의사항변경(부작용포함), 1996-12-09/사용상주의사항변경(부작용포함), 1993-07-28/용법용량변경, 1993-07-28/효능효과변경, 1993-07-28/사용상주의사항변경(부작용포함), 1992-01-01/용법용량변경, 1992-01-01/효능효과변경, 1992-01-01/저장방법 및 유효기간(사용기간)변경, 1986-03-05/사용상주의사항변경(부작용포함), 1978-06-19/용법용량변경, 1978-06-19/효능효과변경, 1978-06-19","1정(129.33mg) 중","[M222851]벤지다민염산염","[M040450]옥수수전분|[M051756]포비돈|[M082577]청색1호알루미늄레이크|[M102967]히프로멜로오스|[M205921]산화티탄|[M209842]폴리에틸렌글리콜4000|[M223367]유당수화물|[M223556]스테아르산마그네슘|[M239786]황색203호 알루미늄레이크|[M249191]탤크","Benzydamine Hydrochloride","N",NULL
"68a53d3f153e5f74aed5da36","195500005","중외5%포도당생리식염액(수출명:5%DextroseinnormalsalineInj.)","제이더블유생명과학(주)","전문의약품","폴리프로필렌, 다층필름플라스틱용기에 든 무색 투명한 액.","총량 : 1000밀리리터|성분명 : 포도당|분량 : 50|단위 : 그램|규격 : USP|성분정보 : |비고 : ;총량 : 1000밀리리터|성분명 : 염화나트륨|분량 : 9|단위 : 그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195500005/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195500005/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195500005/NB","","밀봉용기","제조일로부터 36 개월,제조일로부터 18 개월",NULL,NULL,"500, 1000밀리리터","완제의약품","","20210827",NULL,"저장방법 및 사용(유효)기간, 2021-08-27/성상, 2021-08-27/저장방법 및 유효기간(사용기간)변경, 2019-07-24/성상변경, 2019-07-24/사용상주의사항변경(부작용포함), 2019-01-07/효능효과변경, 2007-02-03/용법용량변경, 2007-02-03/사용상주의사항변경(부작용포함), 2007-02-03/제품명칭변경, 2001-08-20/저장방법 및 유효기간(사용기간)변경, 1998-08-20/저장방법 및 유효기간(사용기간)변경, 1998-03-30/저장방법 및 유효기간(사용기간)변경, 1998-02-28/저장방법 및 유효기간(사용기간)변경, 1997-02-26/성상변경, 1997-02-26/저장방법 및 유효기간(사용기간)변경, 1995-07-01/제품명칭변경, 1991-06-25/성상변경, 1991-05-10/사용상주의사항변경(부작용포함), 1990-05-18/용법용량변경, 1990-05-18/효능효과변경, 1990-05-18/사용상주의사항변경(부작용포함), 1990-03-16/저장방법 및 유효기간(사용기간)변경, 1986-11-01/사용상주의사항변경(부작용포함), 1982-02-01/저장방법 및 유효기간(사용기간)변경, 1982-02-01/용법용량변경, 1982-02-01/효능효과변경, 1982-02-01/성상변경, 1982-02-01","1000","[M040426]염화나트륨|[M040702]포도당","[M040534]주사용수","Glucose/Sodium Chloride",NULL,NULL
"68a53d3f153e5f74aed5da37","195500006","중외5%포도당주사액","제이더블유생명과학(주)","전문의약품","폴리프로필렌, 다층필름플라스틱용기에 든 무색 투명한 액","총량 : 1000밀리리터|성분명 : 포도당|분량 : 50|단위 : 그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195500006/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195500006/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195500006/NB","","밀봉용기","제조일로부터 36 개월",NULL,NULL,"50mL/병(100밀리리터용기), 50mL/백(100밀리리터용기), 100mL/병, 100mL/백, 110mL/병, 110mL/백, 200mL/백, 500mL/백, 1000mL/백","완제의약품","","20210820",NULL,"성상, 2021-08-20/성상변경, 2019-07-30/사용상주의사항변경(부작용포함), 2019-01-07/저장방법 및 유효기간(사용기간)변경, 1998-08-20/저장방법 및 유효기간(사용기간)변경, 1998-03-30/저장방법 및 유효기간(사용기간)변경, 1998-02-28/저장방법 및 유효기간(사용기간)변경, 1997-03-25/성상변경, 1997-03-25/성상변경, 1991-05-08/사용상주의사항변경(부작용포함), 1990-03-31/성상변경, 1988-11-11/저장방법 및 유효기간(사용기간)변경, 1984-03-27/사용상주의사항변경(부작용포함), 1980-06-16/용법용량변경, 1980-06-16/효능효과변경, 1980-06-16","1000","[M040702]포도당","[M040534]주사용수","Glucose","N",NULL
"68a53d3f153e5f74aed5da38","195600004","중외20%포도당주사액","제이더블유생명과학(주)","전문의약품","폴리프로필렌, 다층필름플라스틱용기에 든 무색투명한 액.","총량 : 1000밀리리터중|성분명 : 포도당|분량 : 200|단위 : 그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600004/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600004/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600004/NB","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600004/II","밀봉용기","제조일로부터 36 개월,제조일로부터 18 개월",NULL,NULL,"20mL×50, 600mL","완제의약품","","20210917",NULL,"저장방법 및 사용(유효)기간, 2021-09-17/성상, 2021-09-17/저장방법 및 유효기간(사용기간)변경, 2019-07-26/성상변경, 2019-07-26/사용상주의사항변경(부작용포함), 2019-01-07/사용상주의사항변경(부작용포함), 2018-09-02/저장방법 및 유효기간(사용기간)변경, 2008-11-28/저장방법 및 유효기간(사용기간)변경, 2008-05-26/저장방법 및 유효기간(사용기간)변경, 1998-10-12/성상변경, 1998-10-12/성상변경, 1991-05-10/사용상주의사항변경(부작용포함), 1990-03-16/저장방법 및 유효기간(사용기간)변경, 1984-12-12/사용상주의사항변경(부작용포함), 1980-03-31/용법용량변경, 1980-03-31/효능효과변경, 1980-03-31","1000밀리리터중","[M040702]포도당","[M040534]주사용수","Glucose","N",NULL
"68a53d3f153e5f74aed5da39","195600006","중외50%포도당주사액","제이더블유생명과학(주)","전문의약품","폴리프로필렌, 다층필름플라스틱용기에 든 무색 투명한 액","총량 : 1000밀리리터중|성분명 : 포도당|분량 : 500|단위 : 그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600006/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600006/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195600006/NB","","밀봉용기","제조일로부터 18 개월,제조일로부터 36 개월",NULL,NULL,"50밀리리터, 100밀리리터, 500밀리리터","완제의약품","","20210820",NULL,"저장방법 및 사용(유효)기간, 2021-08-20/성상, 2021-08-20/저장방법 및 유효기간(사용기간)변경, 2019-07-25/성상변경, 2019-07-25/사용상주의사항변경(부작용포함), 2019-01-07/사용상주의사항변경(부작용포함), 2018-09-02/사용상주의사항변경(부작용포함), 2006-02-04/용법용량변경, 2006-02-04/효능효과변경, 2006-02-04/사용상주의사항변경(부작용포함), 2005-09-01/사용상주의사항변경(부작용포함), 2002-07-24/저장방법 및 유효기간(사용기간)변경, 1998-08-20/저장방법 및 유효기간(사용기간)변경, 1997-02-26/성상변경, 1997-02-26/성상변경, 1991-05-10/사용상주의사항변경(부작용포함), 1990-09-20/사용상주의사항변경(부작용포함), 1990-03-20/저장방법 및 유효기간(사용기간)변경, 1984-12-12/사용상주의사항변경(부작용포함), 1980-03-31/용법용량변경, 1980-03-31/효능효과변경, 1980-03-31/제품명칭변경, 1973-12-01","1000밀리리터중","[M040702]포도당","[M040534]주사용수","Glucose","N",NULL
"68a53d3f153e5f74aed5da3a","195700004","대한포도당주사액(10%)",NULL,"전문의약품","단맛이 있는 무색투명한 액을 무색투명한 유리 또는 폴리프로필렌, 다층필름플라스틱 재질의 용기에 충진한 것","총량 : 100밀리리터 중|성분명 : 포도당|분량 : 10|단위 : 그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700004/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700004/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700004/NB","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700004/II","밀봉용기, 실온(1-30℃)보관","제조일로부터 36 개월",NULL,NULL,"500mL/병, 1000mL/병, 500mL/백, 1000mL/백","완제의약품","","20190909",NULL,"사용상주의사항변경(부작용포함), 2019-09-09/저장방법 및 유효기간(사용기간)변경, 2019-09-09/성상변경, 2019-09-09/사용상주의사항변경(부작용포함), 2019-01-07/저장방법 및 유효기간(사용기간)변경, 1999-08-23/저장방법 및 유효기간(사용기간)변경, 1997-11-28/성상변경, 1997-11-28/사용상주의사항변경(부작용포함), 1990-03-16/저장방법 및 유효기간(사용기간)변경, 1980-03-20/저장방법 및 유효기간(사용기간)변경, 1957-06-14","100밀리리터 중","[M040702]포도당","[M040534]주사용수","Glucose","N",NULL
"68a53d3f153e5f74aed5da3b","195700007","대한멸균증류수(주사용수)",NULL,"전문의약품","무색투명한 액을 충진한 무색투명한 유리용기 또는 플라스틱제 (폴리프로필렌제 또는 폴리에칠렌제 폴리염화비닐제 다층필름플라스틱제) 수성주사제 용기","총량 : |성분명 : 주사용수|분량 : .|단위 : 밀리리터|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700007/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700007/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700007/NB","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700007/II","밀봉용기, 실온(1~30℃)보관","제조일로부터 36 개월,제조일로부터 18 개월",NULL,NULL,"20 mL × 50 앰플, 1000 mL 병, 100 mL 병,  1000 mL 백","완제의약품","","20180110",NULL,"저장방법 및 유효기간(사용기간)변경, 2018-01-10/저장방법 및 유효기간(사용기간)변경, 2007-07-27/사용상주의사항변경(부작용포함), 2002-07-24/성상변경, 1999-06-03/저장방법 및 유효기간(사용기간)변경, 1999-06-03/저장방법 및 유효기간(사용기간)변경, 1995-07-13/제품명칭변경, 1992-08-04",NULL,"[M040534]주사용수",NULL,"Water For Injection","N",NULL
"68a53d3f153e5f74aed5da3c","195700008","대한포도당주사액(20%)",NULL,"전문의약품","단맛이 있는 무색투명한 액을 충진한 무색투멸한 앰플 또는 플라스틱제(폴리프로필렌제 또는 폴리에칠렌제)수성주사제 용기","총량 : 1밀리리터 중|성분명 : 포도당|분량 : 0.2|단위 : 그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700008/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700008/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700008/NB","","밀봉용기, 실온(1~30℃) 보관","제조일로부터 36 개월,제조일로부터 18 개월",NULL,NULL,"20ml/앰플×50","완제의약품","","20190107",NULL,"사용상주의사항변경(부작용포함), 2019-01-07/사용상주의사항변경(부작용포함), 2018-09-02/저장방법 및 유효기간(사용기간)변경, 2018-01-12/저장방법 및 유효기간(사용기간)변경, 1999-06-03/성상변경, 1999-06-03/사용상주의사항변경(부작용포함), 1990-03-16/저장방법 및 유효기간(사용기간)변경, 1986-01-08/저장방법 및 유효기간(사용기간)변경, 1980-03-20/용법용량변경, 1980-03-20/효능효과변경, 1980-03-20","1밀리리터 중","[M040702]포도당","[M040534]주사용수","Glucose","N",NULL
"68a53d3f153e5f74aed5da3d","195700009","대한멸균생리식염수(생리식염주사액)",NULL,"전문의약품","약간 짠맛이 있는 무색투명한 액을 무색투명한 유리 또는 폴리프로필렌 다층필름플라스틱재질의 용기에 충진한 것","총량 : 100밀리리터 중|성분명 : 염화나트륨|분량 : 900|단위 : 밀리그램|규격 : KP|성분정보 : |비고 :","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700009/EE","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700009/UD","https://nedrug.mfds.go.kr/pbp/cmn/pdfDownload/195700009/NB","","밀봉용기, 실온(1-30℃)보관 ","제조일로부터 36 개월",NULL,NULL,"16mL/바이알 x 10, 50mL/병, 90mL/병, 100mL/병, 110mL/병, 150mL/병, 200mL/병, 250mL/병, 500mL/병, 1000mL/병, 50mL/백, 90mL/백, 100mL/백, 110mL/백, 180mL/백, 250mL/백, 500mL/백, 1000mL/백, 3000mL/백, 5mL/시린지, 10mL/시린지","완제의약품","","20190909",NULL,"사용상주의사항변경(부작용포함), 2019-09-09/저장방법 및 유효기간(사용기간)변경, 2019-09-09/성상변경, 2019-09-09/사용상주의사항변경(부작용포함), 2007-02-03/용법용량변경, 2007-02-03/효능효과변경, 2007-02-03/제품명칭변경, 1999-11-06/저장방법 및 유효기간(사용기간)변경, 1999-08-23/저장방법 및 유효기간(사용기간)변경, 1997-11-28/성상변경, 1997-11-28/저장방법 및 유효기간(사용기간)변경, 1986-01-08/저장방법 및 유효기간(사용기간)변경, 1957-08-27/제품명칭변경, 1957-08-27","100밀리리터 중","[M040426]염화나트륨","[M040534]주사용수","Sodium Chloride","N",NULL
